image_id,blip_caption,blip_finetuned_caption,git_caption,git_finetuned_caption,original_caption
1186,a man wearing a blue polo shirt and grey pants,a soft piqu knit mean easy comfort in a versatile polo cut in a slim fit with a spread collar and rounded adjustable button cuff,polo shirt for men in the summer,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,an easy open johnny collar top a relaxed modern fit polo made in america from soft cotton jersey
1187,a woman wearing a green jacket and silver skirt,a plush faux fur jacket is a cozy chic essential you ll reach for on repeat,jacket in gray,a bold plaid in a modern cut add to the laid back vibe of this sport tee,bring glam to your cold weather game with this boxy bell sleeve jacket of plush and cuddly faux fur in a choice of fresh color
1188,a man in a black shirt and grey pants,a soft cotton blend mean easy comfort in a versatile button down tee with versatile appeal,men ' s black button down shirt with buttons on the front,a sleek and sophisticated silhouette defines a stylish italian boot one - piece on a lugged sole,marked by a textural plaid and contrast at the inner collar and cuff this linen blend tee make a classy change from the everyday button up
1189,a woman ' s sandals with floral design,a colorful floral motif is one - piece on a signature cushioned footbed for comfort in this chic sandal with a cushy footbed,i love these shoes. i have a pair of shoes in my house so i can wear them.,a sleek and sophisticated silhouette defines a stylish italian sneaker built from a stretchy sole,hand painted leather and floral embossing add distinctive vintage style to this strappy wedge sandal
1190,a man wearing a green polo shirt,a classic polo in a slim fit is cut from soft pima cotton with a signature signature logo at the chest,polo shirt in white and blue,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,stretchy moisture wicking fabric keep up with you from link to lunch in a sporty piqu polo wrapped in gradient stripe
1191,a man in a black shirt and shorts,soft stretchy moisture wicking fabric mean easy comfort in a versatile t tee with a comfortable fit,men ' s black t - shirt with a collar,a sleek and sophisticated silhouette defines a stylish italian loafer with a sleek silhouette,supersoft cotton ensures all day comfort in a versatile t tee in a smart crewneck cut
1192,a woman in a pink dress,a satin gown can t be purchased online but is available for special order in our in store wedding suite,long pink satin dress with a sweetheart neckline and a long skirt in a satin evening gown,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,liquid shimmer pours down this satin gown from the strapless sweetheart neck through the piped waistband and on to the gently rolling train
1193,a man in a blue shirt and shorts,a stretchy moisture wicking pullover is cut from a soft and breathable merino wool blend for comfort in the coldest temperature,a man in a long sleeved shirt with a camera on his shoulder,a sleek and sophisticated silhouette defines a stylish italian loafer with a sleek silhouette,raglan sleeve with a turtle graphic add to the motion friendly fit of this sleek rashguard that protects from the sun while you re out on the wave
1194,a man in a black t - shirt and jeans,shredded knee and shredded knee bring lived in attitude to these slim straight leg jeans cut from premium japanese stretch denim,jeans with a hole in the back,a sleek and sophisticated silhouette defines a stylish italian sneaker built from a stretchy sole,shredded knee fully break in the look of black wash denim jeans cut with straight leg and a touch of stretch for easy movement
1195,a pair of leopard print boots,a plush faux fur lining provides a cozy touch to a classic boot in a classic silhouette,leopard print high heel shoe with a floral print.,a bold plaid in a modern cut add to the laid back vibe of this stretch cotton tee,combining all the comfort of a sneaker with the cold weather protection of a cozy boot this genuine shearling lined shoe is both water and slip resistant
1196,a woman in a white shirt and black shorts,a classic trucker jacket is refreshed for the new season with a vintage inspired wash and a touch of stretch,a black denim jacket with a white shirt and black jeans,a sleek and sophisticated silhouette defines a stylish italian sneaker built from a stretchy sole,sparkling lettering at the back yoke add a playful take on punk styling to this suave nonstretch denim jacket
1197,a woman wearing a white t - shirt and jeans,a faded wash and whiskering add vintage character to these faded jeans jeans cut from premium japanese stretch denim,jeans - a pair of jeans,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,a slightly wider ankle grazing cut modernizes the beloved straight leg silhouette of these perfectly torn and faded jeans cut from stretch kissed denim
1198,a woman in black and white is wearing a black top,a sheer mesh panel and sheer mesh panel enhance the sporty vibe of these legging that will be a comfortable a they are comfortable,black leggings with a floral pattern,a sleek and sophisticated silhouette defines a stylish italian sneaker built from supima cotton,branded mesh knit panel increase both the breathability and statement factor of these high performance legging
1199,a woman wearing a white top with tropical print,a tropical tropical print of tropical flower and palm frond is a tropical twist on this flowy tank,white tank top with tropical flowers on the back,a bold plaid in a modern cut add to the laid back vibe of this stretch cotton tee,soft tie cascade from the back neckline of a flowy v neck top
1200,a woman in a blue dress with a white background,a vibrant tropical print enlivens this soft jersey dress styled with a wrap neckline and a flouncy hem,blue dress in the garden,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,this printed frilled wrap style romper ha abbreviated sleeve and a stem showing length
1201,a woman in a pink dress,a vibrant pink dress with a flowy cape like hemline is cut from a soft crepe fabric with a touch of sheer lace at the sleeve,garment in pink,a bold plaid in a modern cut add to the modern appeal of this stretch cotton tee,make your exit just a exciting a your entrance in this highlighter bright georgette shift with a flowy slit cape that cascade over the arm
